,id,State,City,2019_population
2307,42,Pennsylvania,Erie County,269728
2308,42,Pennsylvania,Fayette County,129274
2309,42,Pennsylvania,Forest County,7247
2310,42,Pennsylvania,Franklin County,155027
2311,42,Pennsylvania,Fulton County,14530
2312,42,Pennsylvania,Greene County,36233
2313,42,Pennsylvania,Huntingdon County,45144
2314,42,Pennsylvania,Indiana County,84073
2315,42,Pennsylvania,Jefferson County,43425
2316,42,Pennsylvania,Juniata County,24763
2317,42,Pennsylvania,Lackawanna County,209674
2318,42,Pennsylvania,Lancaster County,545724
2319,42,Pennsylvania,Lawrence County,85512
2320,42,Pennsylvania,Lebanon County,141793
2321,42,Pennsylvania,Lehigh County,369318
2322,42,Pennsylvania,Luzerne County,317417
2323,42,Pennsylvania,Lycoming County,113299
2324,42,Pennsylvania,McKean County,40625
2325,42,Pennsylvania,Mercer County,109424
2326,42,Pennsylvania,Mifflin County,46138
2327,42,Pennsylvania,Monroe County,170271
2328,42,Pennsylvania,Montgomery County,830915
2329,42,Pennsylvania,Montour County,18230
2330,42,Pennsylvania,Northampton County,305285
2331,42,Pennsylvania,Northumberland County,90843
2332,42,Pennsylvania,Perry County,46272
2333,42,Pennsylvania,Philadelphia County,1584064
2334,42,Pennsylvania,Pike County,55809
2335,42,Pennsylvania,Potter County,16526
2336,42,Pennsylvania,Schuylkill County,141359
2337,42,Pennsylvania,Snyder County,40372
2338,42,Pennsylvania,Somerset County,73447
2339,42,Pennsylvania,Sullivan County,6066
2340,42,Pennsylvania,Susquehanna County,40328
2341,42,Pennsylvania,Tioga County,40591
2342,42,Pennsylvania,Union County,44923
2343,42,Pennsylvania,Venango County,50668
2344,42,Pennsylvania,Warren County,39191
2345,42,Pennsylvania,Washington County,206865
2346,42,Pennsylvania,Wayne County,51361
2347,42,Pennsylvania,Westmoreland County,348899
2348,42,Pennsylvania,Wyoming County,26794
2349,42,Pennsylvania,York County,449058
2350,44,Rhode Island,Rhode Island,1059361
2351,44,Rhode Island,Bristol County,48479
2352,44,Rhode Island,Kent County,164292
2353,44,Rhode Island,Newport County,82082
2354,44,Rhode Island,Providence County,638931
2355,44,Rhode Island,Washington County,125577
2356,45,South Carolina,South Carolina,5148714
2357,45,South Carolina,Abbeville County,24527
2358,45,South Carolina,Aiken County,170872
2359,45,South Carolina,Allendale County,8688
2360,45,South Carolina,Anderson County,202558
2361,45,South Carolina,Bamberg County,14066
2362,45,South Carolina,Barnwell County,20866
2363,45,South Carolina,Beaufort County,192122
2364,45,South Carolina,Berkeley County,227907
2365,45,South Carolina,Calhoun County,14553
2366,45,South Carolina,Charleston County,411406
2367,45,South Carolina,Cherokee County,57300
2368,45,South Carolina,Chester County,32244
2369,45,South Carolina,Chesterfield County,45650
2370,45,South Carolina,Clarendon County,33745
2371,45,South Carolina,Colleton County,37677
2372,45,South Carolina,Darlington County,66618
2373,45,South Carolina,Dillon County,30479
2374,45,South Carolina,Dorchester County,162809
2375,45,South Carolina,Edgefield County,27260
2376,45,South Carolina,Fairfield County,22347
2377,45,South Carolina,Florence County,138293
2378,45,South Carolina,Georgetown County,62680
2379,45,South Carolina,Greenville County,523542
2380,45,South Carolina,Greenwood County,70811
2381,45,South Carolina,Hampton County,19222
2382,45,South Carolina,Horry County,354081
2383,45,South Carolina,Jasper County,30073
2384,45,South Carolina,Kershaw County,66551
2385,45,South Carolina,Lancaster County,98012
2386,45,South Carolina,Laurens County,67493
2387,45,South Carolina,Lee County,16828
2388,45,South Carolina,Lexington County,298750
2389,45,South Carolina,McCormick County,9463
2390,45,South Carolina,Marion County,30657
2391,45,South Carolina,Marlboro County,26118
2392,45,South Carolina,Newberry County,38440
2393,45,South Carolina,Oconee County,79546
2394,45,South Carolina,Orangeburg County,86175
2395,45,South Carolina,Pickens County,126884
2396,45,South Carolina,Richland County,415759
2397,45,South Carolina,Saluda County,20473
2398,45,South Carolina,Spartanburg County,319785
2399,45,South Carolina,Sumter County,106721
2400,45,South Carolina,Union County,27316
2401,45,South Carolina,Williamsburg County,30368
2402,45,South Carolina,York County,280979
2403,46,South Dakota,South Dakota,884659
2404,46,South Dakota,Aurora County,2751
2405,46,South Dakota,Beadle County,18453
2406,46,South Dakota,Bennett County,3365
2407,46,South Dakota,Bon Homme County,6901
2408,46,South Dakota,Brookings County,35077
2409,46,South Dakota,Brown County,38839
2410,46,South Dakota,Brule County,5297
2411,46,South Dakota,Buffalo County,1962
2412,46,South Dakota,Butte County,10429
2413,46,South Dakota,Campbell County,1376
2414,46,South Dakota,Charles Mix County,9292
2415,46,South Dakota,Clark County,3736
2416,46,South Dakota,Clay County,14070
2417,46,South Dakota,Codington County,28009
2418,46,South Dakota,Corson County,4086
2419,46,South Dakota,Custer County,8972
2420,46,South Dakota,Davison County,19775
2421,46,South Dakota,Day County,5424
2422,46,South Dakota,Deuel County,4351
2423,46,South Dakota,Dewey County,5892
2424,46,South Dakota,Douglas County,2921
2425,46,South Dakota,Edmunds County,3829
2426,46,South Dakota,Fall River County,6713
2427,46,South Dakota,Faulk County,2299
2428,46,South Dakota,Grant County,7052
2429,46,South Dakota,Gregory County,4185
2430,46,South Dakota,Haakon County,1899
2431,46,South Dakota,Hamlin County,6164
2432,46,South Dakota,Hand County,3191
2433,46,South Dakota,Hanson County,3453
2434,46,South Dakota,Harding County,1298
2435,46,South Dakota,Hughes County,17526
2436,46,South Dakota,Hutchinson County,7291
2437,46,South Dakota,Hyde County,1301
2438,46,South Dakota,Jackson County,3344
2439,46,South Dakota,Jerauld County,2013
2440,46,South Dakota,Jones County,903
2441,46,South Dakota,Kingsbury County,4939
2442,46,South Dakota,Lake County,12797
2443,46,South Dakota,Lawrence County,25844
2444,46,South Dakota,Lincoln County,61128
2445,46,South Dakota,Lyman County,3781
2446,46,South Dakota,McCook County,5586
2447,46,South Dakota,McPherson County,2379
2448,46,South Dakota,Marshall County,4935
2449,46,South Dakota,Meade County,28332
2450,46,South Dakota,Mellette County,2061
2451,46,South Dakota,Miner County,2216
2452,46,South Dakota,Minnehaha County,193134
2453,46,South Dakota,Moody County,6576
2454,46,South Dakota,Oglala Lakota County,14177
2455,46,South Dakota,Pennington County,113775
2456,46,South Dakota,Perkins County,2865
2457,46,South Dakota,Potter County,2153
2458,46,South Dakota,Roberts County,10394
2459,46,South Dakota,Sanborn County,2344
2460,46,South Dakota,Spink County,6376
2461,46,South Dakota,Stanley County,3098
2462,46,South Dakota,Sully County,1391
2463,46,South Dakota,Todd County,10177
2464,46,South Dakota,Tripp County,5441
2465,46,South Dakota,Turner County,8384
2466,46,South Dakota,Union County,15932
2467,46,South Dakota,Walworth County,5435
2468,46,South Dakota,Yankton County,22814
2469,46,South Dakota,Ziebach County,2756
2470,47,Tennessee,Tennessee,6829174
2471,47,Tennessee,Anderson County,76978
2472,47,Tennessee,Bedford County,49713
2473,47,Tennessee,Benton County,16160
2474,47,Tennessee,Bledsoe County,15064
2475,47,Tennessee,Blount County,133088
2476,47,Tennessee,Bradley County,108110
2477,47,Tennessee,Campbell County,39842
2478,47,Tennessee,Cannon County,14678
2479,47,Tennessee,Carroll County,27767
2480,47,Tennessee,Carter County,56391
2481,47,Tennessee,Cheatham County,40667
2482,47,Tennessee,Chester County,17297
2483,47,Tennessee,Claiborne County,31959
2484,47,Tennessee,Clay County,7615
2485,47,Tennessee,Cocke County,36004
2486,47,Tennessee,Coffee County,56520
2487,47,Tennessee,Crockett County,14230
2488,47,Tennessee,Cumberland County,60520
2489,47,Tennessee,Davidson County,694144
2490,47,Tennessee,Decatur County,11663
2491,47,Tennessee,DeKalb County,20490
2492,47,Tennessee,Dickson County,53948
2493,47,Tennessee,Dyer County,37159
2494,47,Tennessee,Fayette County,41133
2495,47,Tennessee,Fentress County,18523
2496,47,Tennessee,Franklin County,42208
2497,47,Tennessee,Gibson County,49133
2498,47,Tennessee,Giles County,29464
2499,47,Tennessee,Grainger County,23320
2500,47,Tennessee,Greene County,69069
2501,47,Tennessee,Grundy County,13427
2502,47,Tennessee,Hamblen County,64934
2503,47,Tennessee,Hamilton County,367804
2504,47,Tennessee,Hancock County,6620
2505,47,Tennessee,Hardeman County,25050
2506,47,Tennessee,Hardin County,25652
2507,47,Tennessee,Hawkins County,56786
2508,47,Tennessee,Haywood County,17304
2509,47,Tennessee,Henderson County,28117
2510,47,Tennessee,Henry County,32345
2511,47,Tennessee,Hickman County,25178
2512,47,Tennessee,Houston County,8201
2513,47,Tennessee,Humphreys County,18582
2514,47,Tennessee,Jackson County,11786
2515,47,Tennessee,Jefferson County,54495
2516,47,Tennessee,Johnson County,17788
2517,47,Tennessee,Knox County,470313
2518,47,Tennessee,Lake County,7016
2519,47,Tennessee,Lauderdale County,25633
2520,47,Tennessee,Lawrence County,44142
2521,47,Tennessee,Lewis County,12268
2522,47,Tennessee,Lincoln County,34366
2523,47,Tennessee,Loudon County,54068
2524,47,Tennessee,McMinn County,53794
2525,47,Tennessee,McNairy County,25694
2526,47,Tennessee,Macon County,24602
2527,47,Tennessee,Madison County,97984
2528,47,Tennessee,Marion County,28907
2529,47,Tennessee,Marshall County,34375
2530,47,Tennessee,Maury County,96387
2531,47,Tennessee,Meigs County,12422
2532,47,Tennessee,Monroe County,46545
2533,47,Tennessee,Montgomery County,208993
2534,47,Tennessee,Moore County,6488
2535,47,Tennessee,Morgan County,21403
2536,47,Tennessee,Obion County,30069
2537,47,Tennessee,Overton County,22241
2538,47,Tennessee,Perry County,8076
2539,47,Tennessee,Pickett County,5048
2540,47,Tennessee,Polk County,16832
2541,47,Tennessee,Putnam County,80245
2542,47,Tennessee,Rhea County,33167
2543,47,Tennessee,Roane County,53382
2544,47,Tennessee,Robertson County,71813
2545,47,Tennessee,Rutherford County,332285
2546,47,Tennessee,Scott County,22068
2547,47,Tennessee,Sequatchie County,15026
2548,47,Tennessee,Sevier County,98250
2549,47,Tennessee,Shelby County,937166
2550,47,Tennessee,Smith County,20157
2551,47,Tennessee,Stewart County,13715
2552,47,Tennessee,Sullivan County,158348
2553,47,Tennessee,Sumner County,191283
2554,47,Tennessee,Tipton County,61599
2555,47,Tennessee,Trousdale County,11284
2556,47,Tennessee,Unicoi County,17883
2557,47,Tennessee,Union County,19972
2558,47,Tennessee,Van Buren County,5872
2559,47,Tennessee,Warren County,41277
2560,47,Tennessee,Washington County,129375
2561,47,Tennessee,Wayne County,16673
2562,47,Tennessee,Weakley County,33328
2563,47,Tennessee,White County,27345
2564,47,Tennessee,Williamson County,238412
2565,47,Tennessee,Wilson County,144657
2566,48,Texas,Texas,28995881
2567,48,Texas,Anderson County,57735
2568,48,Texas,Andrews County,18705
2569,48,Texas,Angelina County,86715
2570,48,Texas,Aransas County,23510
2571,48,Texas,Archer County,8553
2572,48,Texas,Armstrong County,1887
2573,48,Texas,Atascosa County,51153
2574,48,Texas,Austin County,30032
2575,48,Texas,Bailey County,7000
2576,48,Texas,Bandera County,23112
2577,48,Texas,Bastrop County,88723
2578,48,Texas,Baylor County,3509
2579,48,Texas,Bee County,32565
2580,48,Texas,Bell County,362924
2581,48,Texas,Bexar County,2003554
2582,48,Texas,Blanco County,11931
2583,48,Texas,Borden County,654
2584,48,Texas,Bosque County,18685
2585,48,Texas,Bowie County,93245
2586,48,Texas,Brazoria County,374264
2587,48,Texas,Brazos County,229211
2588,48,Texas,Brewster County,9203
2589,48,Texas,Briscoe County,1546
2590,48,Texas,Brooks County,7093
2591,48,Texas,Brown County,37864
2592,48,Texas,Burleson County,18443
2593,48,Texas,Burnet County,48155
2594,48,Texas,Caldwell County,43664
2595,48,Texas,Calhoun County,21290
2596,48,Texas,Callahan County,13943
2597,48,Texas,Cameron County,423163
2598,48,Texas,Camp County,13094
2599,48,Texas,Carson County,5926
2600,48,Texas,Cass County,30026
2601,48,Texas,Castro County,7530
2602,48,Texas,Chambers County,43837
2603,48,Texas,Cherokee County,52646
2604,48,Texas,Childress County,7306
2605,48,Texas,Clay County,10471
2606,48,Texas,Cochran County,2853
2607,48,Texas,Coke County,3387
2608,48,Texas,Coleman County,8175
2609,48,Texas,Collin County,1034730
2610,48,Texas,Collingsworth County,2920
2611,48,Texas,Colorado County,21493
2612,48,Texas,Comal County,156209
2613,48,Texas,Comanche County,13635
2614,48,Texas,Concho County,2726
2615,48,Texas,Cooke County,41257
2616,48,Texas,Coryell County,75951
2617,48,Texas,Cottle County,1398
2618,48,Texas,Crane County,4797
2619,48,Texas,Crockett County,3464
2620,48,Texas,Crosby County,5737
2621,48,Texas,Culberson County,2171
2622,48,Texas,Dallam County,7287
2623,48,Texas,Dallas County,2635516
2624,48,Texas,Dawson County,12728
2625,48,Texas,Deaf Smith County,18546
2626,48,Texas,Delta County,5331
2627,48,Texas,Denton County,887207
2628,48,Texas,DeWitt County,20160
2629,48,Texas,Dickens County,2211
2630,48,Texas,Dimmit County,10124
2631,48,Texas,Donley County,3278
2632,48,Texas,Duval County,11157
2633,48,Texas,Eastland County,18360
2634,48,Texas,Ector County,166223
2635,48,Texas,Edwards County,1932
2636,48,Texas,Ellis County,184826
2637,48,Texas,El Paso County,839238
2638,48,Texas,Erath County,42698
2639,48,Texas,Falls County,17297
2640,48,Texas,Fannin County,35514
2641,48,Texas,Fayette County,25346
2642,48,Texas,Fisher County,3830
2643,48,Texas,Floyd County,5712
2644,48,Texas,Foard County,1155
2645,48,Texas,Fort Bend County,811688
2646,48,Texas,Franklin County,10725
2647,48,Texas,Freestone County,19717
2648,48,Texas,Frio County,20306
2649,48,Texas,Gaines County,21492
2650,48,Texas,Galveston County,342139
2651,48,Texas,Garza County,6229
2652,48,Texas,Gillespie County,26988
2653,48,Texas,Glasscock County,1409
2654,48,Texas,Goliad County,7658
2655,48,Texas,Gonzales County,20837
2656,48,Texas,Gray County,21886
2657,48,Texas,Grayson County,136212
2658,48,Texas,Gregg County,123945
2659,48,Texas,Grimes County,28880
2660,48,Texas,Guadalupe County,166847
2661,48,Texas,Hale County,33406
2662,48,Texas,Hall County,2964
2663,48,Texas,Hamilton County,8461
2664,48,Texas,Hansford County,5399
2665,48,Texas,Hardeman County,3933
2666,48,Texas,Hardin County,57602
2667,48,Texas,Harris County,4713325
2668,48,Texas,Harrison County,66553
2669,48,Texas,Hartley County,5576
2670,48,Texas,Haskell County,5658
2671,48,Texas,Hays County,230191
2672,48,Texas,Hemphill County,3819
2673,48,Texas,Henderson County,82737
2674,48,Texas,Hidalgo County,868707
2675,48,Texas,Hill County,36649
2676,48,Texas,Hockley County,23021
2677,48,Texas,Hood County,61643
2678,48,Texas,Hopkins County,37084
2679,48,Texas,Houston County,22968
2680,48,Texas,Howard County,36664
2681,48,Texas,Hudspeth County,4886
2682,48,Texas,Hunt County,98594
2683,48,Texas,Hutchinson County,20938
2684,48,Texas,Irion County,1536
2685,48,Texas,Jack County,8935
2686,48,Texas,Jackson County,14760
2687,48,Texas,Jasper County,35529
2688,48,Texas,Jeff Davis County,2274
2689,48,Texas,Jefferson County,251565
2690,48,Texas,Jim Hogg County,5200
2691,48,Texas,Jim Wells County,40482
2692,48,Texas,Johnson County,175817
2693,48,Texas,Jones County,20083
2694,48,Texas,Karnes County,15601
2695,48,Texas,Kaufman County,136154
2696,48,Texas,Kendall County,47431
2697,48,Texas,Kenedy County,404
2698,48,Texas,Kent County,762
2699,48,Texas,Kerr County,52600
2700,48,Texas,Kimble County,4337
2701,48,Texas,King County,272
2702,48,Texas,Kinney County,3667
2703,48,Texas,Kleberg County,30680
2704,48,Texas,Knox County,3664
2705,48,Texas,Lamar County,49859
2706,48,Texas,Lamb County,12893
2707,48,Texas,Lampasas County,21428
2708,48,Texas,La Salle County,7520
2709,48,Texas,Lavaca County,20154
2710,48,Texas,Lee County,17239
2711,48,Texas,Leon County,17404
2712,48,Texas,Liberty County,88219
2713,48,Texas,Limestone County,23437
2714,48,Texas,Lipscomb County,3233
2715,48,Texas,Live Oak County,12207
2716,48,Texas,Llano County,21795
2717,48,Texas,Loving County,169
2718,48,Texas,Lubbock County,310569
2719,48,Texas,Lynn County,5951
2720,48,Texas,McCulloch County,7984
2721,48,Texas,McLennan County,256623
2722,48,Texas,McMullen County,743
2723,48,Texas,Madison County,14284
2724,48,Texas,Marion County,9854
2725,48,Texas,Martin County,5771
2726,48,Texas,Mason County,4274
2727,48,Texas,Matagorda County,36643
2728,48,Texas,Maverick County,58722
2729,48,Texas,Medina County,51584
2730,48,Texas,Menard County,2138
2731,48,Texas,Midland County,176832
2732,48,Texas,Milam County,24823
2733,48,Texas,Mills County,4873
2734,48,Texas,Mitchell County,8545
2735,48,Texas,Montague County,19818
2736,48,Texas,Montgomery County,607391
2737,48,Texas,Moore County,20940
2738,48,Texas,Morris County,12388
2739,48,Texas,Motley County,1200
2740,48,Texas,Nacogdoches County,65204
2741,48,Texas,Navarro County,50113
2742,48,Texas,Newton County,13595
2743,48,Texas,Nolan County,14714
2744,48,Texas,Nueces County,362294
2745,48,Texas,Ochiltree County,9836
2746,48,Texas,Oldham County,2112
2747,48,Texas,Orange County,83396
2748,48,Texas,Palo Pinto County,29189
2749,48,Texas,Panola County,23194
2750,48,Texas,Parker County,142878
2751,48,Texas,Parmer County,9605
2752,48,Texas,Pecos County,15823
2753,48,Texas,Polk County,51353
2754,48,Texas,Potter County,117415
2755,48,Texas,Presidio County,6704
2756,48,Texas,Rains County,12514
2757,48,Texas,Randall County,137713
2758,48,Texas,Reagan County,3849
2759,48,Texas,Real County,3452
2760,48,Texas,Red River County,12023
2761,48,Texas,Reeves County,15976
2762,48,Texas,Refugio County,6948
2763,48,Texas,Roberts County,854
2764,48,Texas,Robertson County,17074
2765,48,Texas,Rockwall County,104915
2766,48,Texas,Runnels County,10264
2767,48,Texas,Rusk County,54406
2768,48,Texas,Sabine County,10542
2769,48,Texas,San Augustine County,8237
2770,48,Texas,San Jacinto County,28859
2771,48,Texas,San Patricio County,66730
2772,48,Texas,San Saba County,6055
2773,48,Texas,Schleicher County,2793
2774,48,Texas,Scurry County,16703
2775,48,Texas,Shackelford County,3265
2776,48,Texas,Shelby County,25274
2777,48,Texas,Sherman County,3022
2778,48,Texas,Smith County,232751
2779,48,Texas,Somervell County,9128
2780,48,Texas,Starr County,64633
2781,48,Texas,Stephens County,9366
2782,48,Texas,Sterling County,1291
2783,48,Texas,Stonewall County,1350
2784,48,Texas,Sutton County,3776
2785,48,Texas,Swisher County,7397
2786,48,Texas,Tarrant County,2102515
2787,48,Texas,Taylor County,138034
2788,48,Texas,Terrell County,776
2789,48,Texas,Terry County,12337
2790,48,Texas,Throckmorton County,1501
2791,48,Texas,Titus County,32750
2792,48,Texas,Tom Green County,119200
2793,48,Texas,Travis County,1273954
2794,48,Texas,Trinity County,14651
2795,48,Texas,Tyler County,21672
2796,48,Texas,Upshur County,41753
2797,48,Texas,Upton County,3657
2798,48,Texas,Uvalde County,26741
2799,48,Texas,Val Verde County,49025
2800,48,Texas,Van Zandt County,56590
2801,48,Texas,Victoria County,92084
2802,48,Texas,Walker County,72971
2803,48,Texas,Waller County,55246
2804,48,Texas,Ward County,11998
2805,48,Texas,Washington County,35882
2806,48,Texas,Webb County,276652
2807,48,Texas,Wharton County,41556
2808,48,Texas,Wheeler County,5056
2809,48,Texas,Wichita County,132230
2810,48,Texas,Wilbarger County,12769
2811,48,Texas,Willacy County,21358
2812,48,Texas,Williamson County,590551
2813,48,Texas,Wilson County,51070
2814,48,Texas,Winkler County,8010
2815,48,Texas,Wise County,69984
2816,48,Texas,Wood County,45539
2817,48,Texas,Yoakum County,8713
2818,48,Texas,Young County,18010
2819,48,Texas,Zapata County,14179
2820,48,Texas,Zavala County,11840
2821,49,Utah,Utah,3205958
2822,49,Utah,Beaver County,6710
2823,49,Utah,Box Elder County,56046
2824,49,Utah,Cache County,128289
2825,49,Utah,Carbon County,20463
2826,49,Utah,Daggett County,950
2827,49,Utah,Davis County,355481
2828,49,Utah,Duchesne County,19938
2829,49,Utah,Emery County,10012
2830,49,Utah,Garfield County,5051
2831,49,Utah,Grand County,9754
2832,49,Utah,Iron County,54839
2833,49,Utah,Juab County,12017
2834,49,Utah,Kane County,7886
2835,49,Utah,Millard County,13188
2836,49,Utah,Morgan County,12124
2837,49,Utah,Piute County,1479
2838,49,Utah,Rich County,2483
2839,49,Utah,Salt Lake County,1160437
2840,49,Utah,San Juan County,15308
2841,49,Utah,Sanpete County,30939
2842,49,Utah,Sevier County,21620
2843,49,Utah,Summit County,42145
2844,49,Utah,Tooele County,72259
2845,49,Utah,Uintah County,35734
2846,49,Utah,Utah County,636235
2847,49,Utah,Wasatch County,34091
2848,49,Utah,Washington County,177556
2849,49,Utah,Wayne County,2711
2850,49,Utah,Weber County,260213
2851,50,Vermont,Vermont,623989
2852,50,Vermont,Addison County,36777
2853,50,Vermont,Bennington County,35470
2854,50,Vermont,Caledonia County,29993
2855,50,Vermont,Chittenden County,163774
2856,50,Vermont,Essex County,6163
2857,50,Vermont,Franklin County,49402
2858,50,Vermont,Grand Isle County,7235
2859,50,Vermont,Lamoille County,25362
2860,50,Vermont,Orange County,28892
2861,50,Vermont,Orleans County,27037
2862,50,Vermont,Rutland County,58191
2863,50,Vermont,Washington County,58409
2864,50,Vermont,Windham County,42222
2865,50,Vermont,Windsor County,55062
2866,51,Virginia,Virginia,8535519
2867,51,Virginia,Accomack County,32316
2868,51,Virginia,Albemarle County,109330
2869,51,Virginia,Alleghany County,14860
2870,51,Virginia,Amelia County,13145
2871,51,Virginia,Amherst County,31605
2872,51,Virginia,Appomattox County,15911
2873,51,Virginia,Arlington County,236842
2874,51,Virginia,Augusta County,75558
2875,51,Virginia,Bath County,4147
2876,51,Virginia,Bedford County,78997
2877,51,Virginia,Bland County,6280
2878,51,Virginia,Botetourt County,33419
2879,51,Virginia,Brunswick County,16231
2880,51,Virginia,Buchanan County,21004
2881,51,Virginia,Buckingham County,17148
2882,51,Virginia,Campbell County,54885
2883,51,Virginia,Caroline County,30725
2884,51,Virginia,Carroll County,29791
2885,51,Virginia,Charles City County,6963
2886,51,Virginia,Charlotte County,11880
2887,51,Virginia,Chesterfield County,352802
2888,51,Virginia,Clarke County,14619
2889,51,Virginia,Craig County,5131
2890,51,Virginia,Culpeper County,52605
2891,51,Virginia,Cumberland County,9932
2892,51,Virginia,Dickenson County,14318
2893,51,Virginia,Dinwiddie County,28544
2894,51,Virginia,Essex County,10953
2895,51,Virginia,Fairfax County,1147532
2896,51,Virginia,Fauquier County,71222
2897,51,Virginia,Floyd County,15749
2898,51,Virginia,Fluvanna County,27270
2899,51,Virginia,Franklin County,56042
2900,51,Virginia,Frederick County,89313
2901,51,Virginia,Giles County,16720
2902,51,Virginia,Gloucester County,37348
2903,51,Virginia,Goochland County,23753
2904,51,Virginia,Grayson County,15550
2905,51,Virginia,Greene County,19819
2906,51,Virginia,Greensville County,11336
2907,51,Virginia,Halifax County,33911
2908,51,Virginia,Hanover County,107766
2909,51,Virginia,Henrico County,330818
2910,51,Virginia,Henry County,50557
2911,51,Virginia,Highland County,2190
2912,51,Virginia,Isle of Wight County,37109
2913,51,Virginia,James City County,76523
2914,51,Virginia,King and Queen County,7025
2915,51,Virginia,King George County,26836
2916,51,Virginia,King William County,17148
2917,51,Virginia,Lancaster County,10603
2918,51,Virginia,Lee County,23423
2919,51,Virginia,Loudoun County,413538
2920,51,Virginia,Louisa County,37591
2921,51,Virginia,Lunenburg County,12196
2922,51,Virginia,Madison County,13261
2923,51,Virginia,Mathews County,8834
2924,51,Virginia,Mecklenburg County,30587
2925,51,Virginia,Middlesex County,10582
2926,51,Virginia,Montgomery County,98535
2927,51,Virginia,Nelson County,14930
2928,51,Virginia,New Kent County,23091
2929,51,Virginia,Northampton County,11710
2930,51,Virginia,Northumberland County,12095
2931,51,Virginia,Nottoway County,15232
2932,51,Virginia,Orange County,37051
2933,51,Virginia,Page County,23902
2934,51,Virginia,Patrick County,17608
2935,51,Virginia,Pittsylvania County,60354
2936,51,Virginia,Powhatan County,29652
2937,51,Virginia,Prince Edward County,22802
2938,51,Virginia,Prince George County,38353
2939,51,Virginia,Prince William County,470335
2940,51,Virginia,Pulaski County,34027
2941,51,Virginia,Rappahannock County,7370
2942,51,Virginia,Richmond County,9023
2943,51,Virginia,Roanoke County,94186
2944,51,Virginia,Rockbridge County,22573
2945,51,Virginia,Rockingham County,81948
2946,51,Virginia,Russell County,26586
2947,51,Virginia,Scott County,21566
2948,51,Virginia,Shenandoah County,43616
2949,51,Virginia,Smyth County,30104
2950,51,Virginia,Southampton County,17631
2951,51,Virginia,Spotsylvania County,136215
2952,51,Virginia,Stafford County,152882
2953,51,Virginia,Surry County,6422
2954,51,Virginia,Sussex County,11159
2955,51,Virginia,Tazewell County,40595
2956,51,Virginia,Warren County,40164
2957,51,Virginia,Washington County,53740
2958,51,Virginia,Westmoreland County,18015
2959,51,Virginia,Wise County,37383
2960,51,Virginia,Wythe County,28684
2961,51,Virginia,York County,68280
2962,51,Virginia,Alexandria city,159428
2963,51,Virginia,Bristol city,16762
2964,51,Virginia,Buena Vista city,6478
2965,51,Virginia,Charlottesville city,47266
2966,51,Virginia,Chesapeake city,244835
2967,51,Virginia,Colonial Heights city,17370
2968,51,Virginia,Covington city,5538
2969,51,Virginia,Danville city,40044
2970,51,Virginia,Emporia city,5346
2971,51,Virginia,Fairfax city,24019
2972,51,Virginia,Falls Church city,14617
2973,51,Virginia,Franklin city,7967
2974,51,Virginia,Fredericksburg city,29036
2975,51,Virginia,Galax city,6347
2976,51,Virginia,Hampton city,134510
2977,51,Virginia,Harrisonburg city,53016
2978,51,Virginia,Hopewell city,22529
2979,51,Virginia,Lexington city,7446
2980,51,Virginia,Lynchburg city,82168
2981,51,Virginia,Manassas city,41085
2982,51,Virginia,Manassas Park city,17478
2983,51,Virginia,Martinsville city,12554
2984,51,Virginia,Newport News city,179225
2985,51,Virginia,Norfolk city,242742
2986,51,Virginia,Norton city,3981
2987,51,Virginia,Petersburg city,31346
2988,51,Virginia,Poquoson city,12271
2989,51,Virginia,Portsmouth city,94398
2990,51,Virginia,Radford city,18249
2991,51,Virginia,Richmond city,230436
2992,51,Virginia,Roanoke city,99143
2993,51,Virginia,Salem city,25301
2994,51,Virginia,Staunton city,24932
2995,51,Virginia,Suffolk city,92108
2996,51,Virginia,Virginia Beach city,449974
2997,51,Virginia,Waynesboro city,22630
2998,51,Virginia,Williamsburg city,14954
2999,51,Virginia,Winchester city,28078
3000,53,Washington,Washington,7614893
3001,53,Washington,Adams County,19983
3002,53,Washington,Asotin County,22582
3003,53,Washington,Benton County,204390
3004,53,Washington,Chelan County,77200
3005,53,Washington,Clallam County,77331
3006,53,Washington,Clark County,488241
3007,53,Washington,Columbia County,3985
3008,53,Washington,Cowlitz County,110593
3009,53,Washington,Douglas County,43429
3010,53,Washington,Ferry County,7627
3011,53,Washington,Franklin County,95222
3012,53,Washington,Garfield County,2225
3013,53,Washington,Grant County,97733
3014,53,Washington,Grays Harbor County,75061
3015,53,Washington,Island County,85141
3016,53,Washington,Jefferson County,32221
3017,53,Washington,King County,2252782
3018,53,Washington,Kitsap County,271473
3019,53,Washington,Kittitas County,47935
3020,53,Washington,Klickitat County,22425
3021,53,Washington,Lewis County,80707
3022,53,Washington,Lincoln County,10939
3023,53,Washington,Mason County,66768
3024,53,Washington,Okanogan County,42243
3025,53,Washington,Pacific County,22471
3026,53,Washington,Pend Oreille County,13724
3027,53,Washington,Pierce County,904980
3028,53,Washington,San Juan County,17582
3029,53,Washington,Skagit County,129205
3030,53,Washington,Skamania County,12083
3031,53,Washington,Snohomish County,822083
3032,53,Washington,Spokane County,522798
3033,53,Washington,Stevens County,45723
3034,53,Washington,Thurston County,290536
3035,53,Washington,Wahkiakum County,4488
3036,53,Washington,Walla Walla County,60760
3037,53,Washington,Whatcom County,229247
