,id,State,City,2019_population
3038,53,Washington,Whitman County,50104
3039,53,Washington,Yakima County,250873
3040,54,West Virginia,West Virginia,1792147
3041,54,West Virginia,Barbour County,16441
3042,54,West Virginia,Berkeley County,119171
3043,54,West Virginia,Boone County,21457
3044,54,West Virginia,Braxton County,13957
3045,54,West Virginia,Brooke County,21939
3046,54,West Virginia,Cabell County,91945
3047,54,West Virginia,Calhoun County,7109
3048,54,West Virginia,Clay County,8508
3049,54,West Virginia,Doddridge County,8448
3050,54,West Virginia,Fayette County,42406
3051,54,West Virginia,Gilmer County,7823
3052,54,West Virginia,Grant County,11568
3053,54,West Virginia,Greenbrier County,34662
3054,54,West Virginia,Hampshire County,23175
3055,54,West Virginia,Hancock County,28810
3056,54,West Virginia,Hardy County,13776
3057,54,West Virginia,Harrison County,67256
3058,54,West Virginia,Jackson County,28576
3059,54,West Virginia,Jefferson County,57146
3060,54,West Virginia,Kanawha County,178124
3061,54,West Virginia,Lewis County,15907
3062,54,West Virginia,Lincoln County,20409
3063,54,West Virginia,Logan County,32019
3064,54,West Virginia,McDowell County,17624
3065,54,West Virginia,Marion County,56072
3066,54,West Virginia,Marshall County,30531
3067,54,West Virginia,Mason County,26516
3068,54,West Virginia,Mercer County,58758
3069,54,West Virginia,Mineral County,26868
3070,54,West Virginia,Mingo County,23424
3071,54,West Virginia,Monongalia County,105612
3072,54,West Virginia,Monroe County,13275
3073,54,West Virginia,Morgan County,17884
3074,54,West Virginia,Nicholas County,24496
3075,54,West Virginia,Ohio County,41411
3076,54,West Virginia,Pendleton County,6969
3077,54,West Virginia,Pleasants County,7460
3078,54,West Virginia,Pocahontas County,8247
3079,54,West Virginia,Preston County,33432
3080,54,West Virginia,Putnam County,56450
3081,54,West Virginia,Raleigh County,73361
3082,54,West Virginia,Randolph County,28695
3083,54,West Virginia,Ritchie County,9554
3084,54,West Virginia,Roane County,13688
3085,54,West Virginia,Summers County,12573
3086,54,West Virginia,Taylor County,16695
3087,54,West Virginia,Tucker County,6839
3088,54,West Virginia,Tyler County,8591
3089,54,West Virginia,Upshur County,24176
3090,54,West Virginia,Wayne County,39402
3091,54,West Virginia,Webster County,8114
3092,54,West Virginia,Wetzel County,15065
3093,54,West Virginia,Wirt County,5821
3094,54,West Virginia,Wood County,83518
3095,54,West Virginia,Wyoming County,20394
3096,55,Wisconsin,Wisconsin,5822434
3097,55,Wisconsin,Adams County,20220
3098,55,Wisconsin,Ashland County,15562
3099,55,Wisconsin,Barron County,45244
3100,55,Wisconsin,Bayfield County,15036
3101,55,Wisconsin,Brown County,264542
3102,55,Wisconsin,Buffalo County,13031
3103,55,Wisconsin,Burnett County,15414
3104,55,Wisconsin,Calumet County,50089
3105,55,Wisconsin,Chippewa County,64658
3106,55,Wisconsin,Clark County,34774
3107,55,Wisconsin,Columbia County,57532
3108,55,Wisconsin,Crawford County,16131
3109,55,Wisconsin,Dane County,546695
3110,55,Wisconsin,Dodge County,87839
3111,55,Wisconsin,Door County,27668
3112,55,Wisconsin,Douglas County,43150
3113,55,Wisconsin,Dunn County,45368
3114,55,Wisconsin,Eau Claire County,104646
3115,55,Wisconsin,Florence County,4295
3116,55,Wisconsin,Fond du Lac County,103403
3117,55,Wisconsin,Forest County,9004
3118,55,Wisconsin,Grant County,51439
3119,55,Wisconsin,Green County,36960
3120,55,Wisconsin,Green Lake County,18913
3121,55,Wisconsin,Iowa County,23678
3122,55,Wisconsin,Iron County,5687
3123,55,Wisconsin,Jackson County,20643
3124,55,Wisconsin,Jefferson County,84769
3125,55,Wisconsin,Juneau County,26687
3126,55,Wisconsin,Kenosha County,169561
3127,55,Wisconsin,Kewaunee County,20434
3128,55,Wisconsin,La Crosse County,118016
3129,55,Wisconsin,Lafayette County,16665
3130,55,Wisconsin,Langlade County,19189
3131,55,Wisconsin,Lincoln County,27593
3132,55,Wisconsin,Manitowoc County,78981
3133,55,Wisconsin,Marathon County,135692
3134,55,Wisconsin,Marinette County,40350
3135,55,Wisconsin,Marquette County,15574
3136,55,Wisconsin,Menominee County,4556
3137,55,Wisconsin,Milwaukee County,945726
3138,55,Wisconsin,Monroe County,46253
3139,55,Wisconsin,Oconto County,37930
3140,55,Wisconsin,Oneida County,35595
3141,55,Wisconsin,Outagamie County,187885
3142,55,Wisconsin,Ozaukee County,89221
3143,55,Wisconsin,Pepin County,7287
3144,55,Wisconsin,Pierce County,42754
3145,55,Wisconsin,Polk County,43783
3146,55,Wisconsin,Portage County,70772
3147,55,Wisconsin,Price County,13351
3148,55,Wisconsin,Racine County,196311
3149,55,Wisconsin,Richland County,17252
3150,55,Wisconsin,Rock County,163354
3151,55,Wisconsin,Rusk County,14178
3152,55,Wisconsin,St. Croix County,90687
3153,55,Wisconsin,Sauk County,64442
3154,55,Wisconsin,Sawyer County,16558
3155,55,Wisconsin,Shawano County,40899
3156,55,Wisconsin,Sheboygan County,115340
3157,55,Wisconsin,Taylor County,20343
3158,55,Wisconsin,Trempealeau County,29649
3159,55,Wisconsin,Vernon County,30822
3160,55,Wisconsin,Vilas County,22195
3161,55,Wisconsin,Walworth County,103868
3162,55,Wisconsin,Washburn County,15720
3163,55,Wisconsin,Washington County,136034
3164,55,Wisconsin,Waukesha County,404198
3165,55,Wisconsin,Waupaca County,50990
3166,55,Wisconsin,Waushara County,24443
3167,55,Wisconsin,Winnebago County,171907
3168,55,Wisconsin,Wood County,72999
3169,56,Wyoming,Wyoming,578759
3170,56,Wyoming,Albany County,38880
3171,56,Wyoming,Big Horn County,11790
3172,56,Wyoming,Campbell County,46341
3173,56,Wyoming,Carbon County,14800
3174,56,Wyoming,Converse County,13822
3175,56,Wyoming,Crook County,7584
3176,56,Wyoming,Fremont County,39261
3177,56,Wyoming,Goshen County,13211
3178,56,Wyoming,Hot Springs County,4413
3179,56,Wyoming,Johnson County,8445
3180,56,Wyoming,Laramie County,99500
3181,56,Wyoming,Lincoln County,19830
3182,56,Wyoming,Natrona County,79858
3183,56,Wyoming,Niobrara County,2356
3184,56,Wyoming,Park County,29194
3185,56,Wyoming,Platte County,8393
3186,56,Wyoming,Sheridan County,30485
3187,56,Wyoming,Sublette County,9831
3188,56,Wyoming,Sweetwater County,42343
3189,56,Wyoming,Teton County,23464
3190,56,Wyoming,Uinta County,20226
3191,56,Wyoming,Washakie County,7805
3192,56,Wyoming,Weston County,6927
