,Region,Country,State,City,Month,Day,Year,AvgTemperature
1460121,North America,US,Alabama,Birmingham,1,1,2020,44.4
1460122,North America,US,Alabama,Birmingham,1,2,2020,51.3
1460123,North America,US,Alabama,Birmingham,1,3,2020,60.4
1460124,North America,US,Alabama,Birmingham,1,4,2020,54.6
1460125,North America,US,Alabama,Birmingham,1,5,2020,40.9
1460126,North America,US,Alabama,Birmingham,1,6,2020,49.5
1460127,North America,US,Alabama,Birmingham,1,7,2020,54.7
1460128,North America,US,Alabama,Birmingham,1,8,2020,44.9
1460129,North America,US,Alabama,Birmingham,1,9,2020,47.9
1460130,North America,US,Alabama,Birmingham,1,10,2020,64.2
1460131,North America,US,Alabama,Birmingham,1,11,2020,68.0
1460132,North America,US,Alabama,Birmingham,1,12,2020,55.6
1460133,North America,US,Alabama,Birmingham,1,13,2020,60.4
1460134,North America,US,Alabama,Birmingham,1,14,2020,64.4
1460135,North America,US,Alabama,Birmingham,1,15,2020,63.0
1460136,North America,US,Alabama,Birmingham,1,16,2020,61.9
1460137,North America,US,Alabama,Birmingham,1,17,2020,53.9
1460138,North America,US,Alabama,Birmingham,1,18,2020,53.9
1460139,North America,US,Alabama,Birmingham,1,19,2020,47.5
1460140,North America,US,Alabama,Birmingham,1,20,2020,31.0
1460141,North America,US,Alabama,Birmingham,1,21,2020,28.9
1460142,North America,US,Alabama,Birmingham,1,22,2020,35.4
1460143,North America,US,Alabama,Birmingham,1,23,2020,43.0
1460144,North America,US,Alabama,Birmingham,1,24,2020,51.3
1460145,North America,US,Alabama,Birmingham,1,25,2020,41.8
1460146,North America,US,Alabama,Birmingham,1,26,2020,42.8
1460147,North America,US,Alabama,Birmingham,1,27,2020,49.7
1460148,North America,US,Alabama,Birmingham,1,28,2020,40.9
1460149,North America,US,Alabama,Birmingham,1,29,2020,51.3
1460150,North America,US,Alabama,Birmingham,1,30,2020,47.8
1460151,North America,US,Alabama,Birmingham,1,31,2020,50.0
1460152,North America,US,Alabama,Birmingham,2,1,2020,47.7
1460153,North America,US,Alabama,Birmingham,2,2,2020,47.9
1460154,North America,US,Alabama,Birmingham,2,3,2020,59.8
1460155,North America,US,Alabama,Birmingham,2,4,2020,63.8
1460156,North America,US,Alabama,Birmingham,2,5,2020,66.8
1460157,North America,US,Alabama,Birmingham,2,6,2020,58.2
1460158,North America,US,Alabama,Birmingham,2,7,2020,40.6
1460159,North America,US,Alabama,Birmingham,2,8,2020,45.8
1460160,North America,US,Alabama,Birmingham,2,9,2020,46.6
1460161,North America,US,Alabama,Birmingham,2,10,2020,57.5
1460162,North America,US,Alabama,Birmingham,2,11,2020,59.3
1460163,North America,US,Alabama,Birmingham,2,12,2020,58.1
1460164,North America,US,Alabama,Birmingham,2,13,2020,57.7
1460165,North America,US,Alabama,Birmingham,2,14,2020,40.1
1460166,North America,US,Alabama,Birmingham,2,15,2020,40.9
1460167,North America,US,Alabama,Birmingham,2,16,2020,51.1
1460168,North America,US,Alabama,Birmingham,2,17,2020,50.8
1460169,North America,US,Alabama,Birmingham,2,18,2020,60.1
1460170,North America,US,Alabama,Birmingham,2,19,2020,53.2
1460171,North America,US,Alabama,Birmingham,2,20,2020,47.3
1460172,North America,US,Alabama,Birmingham,2,21,2020,37.7
1460173,North America,US,Alabama,Birmingham,2,22,2020,39.2
1460174,North America,US,Alabama,Birmingham,2,23,2020,45.7
1460175,North America,US,Alabama,Birmingham,2,24,2020,49.1
1460176,North America,US,Alabama,Birmingham,2,25,2020,57.5
1460177,North America,US,Alabama,Birmingham,2,26,2020,47.2
1460178,North America,US,Alabama,Birmingham,2,27,2020,40.1
1460179,North America,US,Alabama,Birmingham,2,28,2020,42.4
1460180,North America,US,Alabama,Birmingham,2,29,2020,47.2
1460181,North America,US,Alabama,Birmingham,3,1,2020,51.6
1460182,North America,US,Alabama,Birmingham,3,2,2020,57.5
1460183,North America,US,Alabama,Birmingham,3,3,2020,66.0
1460184,North America,US,Alabama,Birmingham,3,4,2020,57.9
1460185,North America,US,Alabama,Birmingham,3,5,2020,52.9
1460186,North America,US,Alabama,Birmingham,3,6,2020,50.4
1460187,North America,US,Alabama,Birmingham,3,7,2020,45.3
1460188,North America,US,Alabama,Birmingham,3,8,2020,51.8
1460189,North America,US,Alabama,Birmingham,3,9,2020,59.4
1460190,North America,US,Alabama,Birmingham,3,10,2020,64.6
1460191,North America,US,Alabama,Birmingham,3,11,2020,64.7
1460192,North America,US,Alabama,Birmingham,3,12,2020,68.7
1460193,North America,US,Alabama,Birmingham,3,13,2020,67.3
1460194,North America,US,Alabama,Birmingham,3,14,2020,65.7
1460195,North America,US,Alabama,Birmingham,3,15,2020,63.7
1460196,North America,US,Alabama,Birmingham,3,16,2020,58.9
1460197,North America,US,Alabama,Birmingham,3,17,2020,67.2
1460198,North America,US,Alabama,Birmingham,3,18,2020,69.2
1460199,North America,US,Alabama,Birmingham,3,19,2020,72.8
1460200,North America,US,Alabama,Birmingham,3,20,2020,72.2
1460201,North America,US,Alabama,Birmingham,3,21,2020,60.3
1460202,North America,US,Alabama,Birmingham,3,22,2020,53.4
1460203,North America,US,Alabama,Birmingham,3,23,2020,65.1
1460204,North America,US,Alabama,Birmingham,3,24,2020,68.7
1460205,North America,US,Alabama,Birmingham,3,25,2020,67.4
1460206,North America,US,Alabama,Birmingham,3,26,2020,65.8
1460207,North America,US,Alabama,Birmingham,3,27,2020,75.2
1460208,North America,US,Alabama,Birmingham,3,28,2020,75.2
1460209,North America,US,Alabama,Birmingham,3,29,2020,72.6
1460210,North America,US,Alabama,Birmingham,3,30,2020,66.0
1460211,North America,US,Alabama,Birmingham,3,31,2020,57.4
1460212,North America,US,Alabama,Birmingham,4,1,2020,52.5
1460213,North America,US,Alabama,Birmingham,4,2,2020,56.3
1460214,North America,US,Alabama,Birmingham,4,3,2020,60.6
1460215,North America,US,Alabama,Birmingham,4,4,2020,65.1
1460216,North America,US,Alabama,Birmingham,4,5,2020,69.8
1460217,North America,US,Alabama,Birmingham,4,6,2020,69.8
1460218,North America,US,Alabama,Birmingham,4,7,2020,67.8
1460219,North America,US,Alabama,Birmingham,4,8,2020,70.3
1460220,North America,US,Alabama,Birmingham,4,9,2020,70.6
1460221,North America,US,Alabama,Birmingham,4,10,2020,58.1
1460222,North America,US,Alabama,Birmingham,4,11,2020,54.0
1460223,North America,US,Alabama,Birmingham,4,12,2020,63.0
1460224,North America,US,Alabama,Birmingham,4,13,2020,63.0
1460225,North America,US,Alabama,Birmingham,4,14,2020,53.2
1460226,North America,US,Alabama,Birmingham,4,15,2020,49.5
1460227,North America,US,Alabama,Birmingham,4,16,2020,52.6
1460228,North America,US,Alabama,Birmingham,4,17,2020,61.3
1460229,North America,US,Alabama,Birmingham,4,18,2020,62.4
1460230,North America,US,Alabama,Birmingham,4,19,2020,54.8
1460231,North America,US,Alabama,Birmingham,4,20,2020,62.9
1460232,North America,US,Alabama,Birmingham,4,21,2020,62.3
1460233,North America,US,Alabama,Birmingham,4,22,2020,58.2
1460234,North America,US,Alabama,Birmingham,4,23,2020,61.6
1460235,North America,US,Alabama,Birmingham,4,24,2020,65.6
1460236,North America,US,Alabama,Birmingham,4,25,2020,67.1
1460237,North America,US,Alabama,Birmingham,4,26,2020,60.8
1460238,North America,US,Alabama,Birmingham,4,27,2020,57.6
1460239,North America,US,Alabama,Birmingham,4,28,2020,64.9
1460240,North America,US,Alabama,Birmingham,4,29,2020,68.5
1460241,North America,US,Alabama,Birmingham,4,30,2020,61.2
1460242,North America,US,Alabama,Birmingham,5,1,2020,61.7
1460243,North America,US,Alabama,Birmingham,5,2,2020,67.4
1460244,North America,US,Alabama,Birmingham,5,3,2020,73.0
1460245,North America,US,Alabama,Birmingham,5,4,2020,75.0
1460246,North America,US,Alabama,Birmingham,5,5,2020,73.9
1460247,North America,US,Alabama,Birmingham,5,6,2020,65.0
1460248,North America,US,Alabama,Birmingham,5,7,2020,55.8
1460249,North America,US,Alabama,Birmingham,5,8,2020,58.1
1460250,North America,US,Alabama,Birmingham,5,9,2020,54.4
1460251,North America,US,Alabama,Birmingham,5,10,2020,57.1
1460252,North America,US,Alabama,Birmingham,5,11,2020,59.5
1460253,North America,US,Alabama,Birmingham,5,12,2020,61.6
1460254,North America,US,Alabama,Birmingham,5,13,2020,64.7
1469386,North America,US,Alabama,Huntsville,1,1,2020,40.8
1469387,North America,US,Alabama,Huntsville,1,2,2020,47.9
1469388,North America,US,Alabama,Huntsville,1,3,2020,54.9
1469389,North America,US,Alabama,Huntsville,1,4,2020,50.2
1469390,North America,US,Alabama,Huntsville,1,5,2020,38.8
1469391,North America,US,Alabama,Huntsville,1,6,2020,45.1
1469392,North America,US,Alabama,Huntsville,1,7,2020,50.8
1469393,North America,US,Alabama,Huntsville,1,8,2020,42.7
1469394,North America,US,Alabama,Huntsville,1,9,2020,45.9
1469395,North America,US,Alabama,Huntsville,1,10,2020,60.1
1469396,North America,US,Alabama,Huntsville,1,11,2020,65.5
1469397,North America,US,Alabama,Huntsville,1,12,2020,51.8
1469398,North America,US,Alabama,Huntsville,1,13,2020,50.7
1469399,North America,US,Alabama,Huntsville,1,14,2020,60.3
1469400,North America,US,Alabama,Huntsville,1,15,2020,62.7
1469401,North America,US,Alabama,Huntsville,1,16,2020,56.6
1469402,North America,US,Alabama,Huntsville,1,17,2020,45.9
1469403,North America,US,Alabama,Huntsville,1,18,2020,51.6
1469404,North America,US,Alabama,Huntsville,1,19,2020,42.3
1469405,North America,US,Alabama,Huntsville,1,20,2020,26.3
1469406,North America,US,Alabama,Huntsville,1,21,2020,27.2
1469407,North America,US,Alabama,Huntsville,1,22,2020,32.0
1469408,North America,US,Alabama,Huntsville,1,23,2020,41.6
1469409,North America,US,Alabama,Huntsville,1,24,2020,47.3
1469410,North America,US,Alabama,Huntsville,1,25,2020,39.9
1469411,North America,US,Alabama,Huntsville,1,26,2020,37.3
1469412,North America,US,Alabama,Huntsville,1,27,2020,48.1
1469413,North America,US,Alabama,Huntsville,1,28,2020,41.2
1469414,North America,US,Alabama,Huntsville,1,29,2020,47.3
1469415,North America,US,Alabama,Huntsville,1,30,2020,47.9
1469416,North America,US,Alabama,Huntsville,1,31,2020,48.9
1469417,North America,US,Alabama,Huntsville,2,1,2020,45.8
1469418,North America,US,Alabama,Huntsville,2,2,2020,45.6
1469419,North America,US,Alabama,Huntsville,2,3,2020,53.2
1469420,North America,US,Alabama,Huntsville,2,4,2020,60.9
1469421,North America,US,Alabama,Huntsville,2,5,2020,64.5
1469422,North America,US,Alabama,Huntsville,2,6,2020,55.3
1469423,North America,US,Alabama,Huntsville,2,7,2020,37.0
1469424,North America,US,Alabama,Huntsville,2,8,2020,40.8
1469425,North America,US,Alabama,Huntsville,2,9,2020,44.4
1469426,North America,US,Alabama,Huntsville,2,10,2020,53.0
1469427,North America,US,Alabama,Huntsville,2,11,2020,55.8
1469428,North America,US,Alabama,Huntsville,2,12,2020,49.9
1469429,North America,US,Alabama,Huntsville,2,13,2020,53.0
1469430,North America,US,Alabama,Huntsville,2,14,2020,34.4
1469431,North America,US,Alabama,Huntsville,2,15,2020,35.4
1469432,North America,US,Alabama,Huntsville,2,16,2020,48.7
1469433,North America,US,Alabama,Huntsville,2,17,2020,47.1
1469434,North America,US,Alabama,Huntsville,2,18,2020,56.8
1469435,North America,US,Alabama,Huntsville,2,19,2020,47.2
1469436,North America,US,Alabama,Huntsville,2,20,2020,42.5
1469437,North America,US,Alabama,Huntsville,2,21,2020,34.3
1469438,North America,US,Alabama,Huntsville,2,22,2020,36.4
1469439,North America,US,Alabama,Huntsville,2,23,2020,43.8
1469440,North America,US,Alabama,Huntsville,2,24,2020,47.2
1469441,North America,US,Alabama,Huntsville,2,25,2020,53.8
1469442,North America,US,Alabama,Huntsville,2,26,2020,46.4
1469443,North America,US,Alabama,Huntsville,2,27,2020,37.2
1469444,North America,US,Alabama,Huntsville,2,28,2020,41.6
1469445,North America,US,Alabama,Huntsville,2,29,2020,43.6
1469446,North America,US,Alabama,Huntsville,3,1,2020,47.2
1469447,North America,US,Alabama,Huntsville,3,2,2020,55.7
1469448,North America,US,Alabama,Huntsville,3,3,2020,63.3
1469449,North America,US,Alabama,Huntsville,3,4,2020,57.0
1469450,North America,US,Alabama,Huntsville,3,5,2020,52.7
1469451,North America,US,Alabama,Huntsville,3,6,2020,49.0
1469452,North America,US,Alabama,Huntsville,3,7,2020,43.1
1469453,North America,US,Alabama,Huntsville,3,8,2020,48.7
1469454,North America,US,Alabama,Huntsville,3,9,2020,54.9
1469455,North America,US,Alabama,Huntsville,3,10,2020,62.7
1469456,North America,US,Alabama,Huntsville,3,11,2020,60.3
1469457,North America,US,Alabama,Huntsville,3,12,2020,63.2
1469458,North America,US,Alabama,Huntsville,3,13,2020,63.7
1469459,North America,US,Alabama,Huntsville,3,14,2020,56.6
1469460,North America,US,Alabama,Huntsville,3,15,2020,54.2
1469461,North America,US,Alabama,Huntsville,3,16,2020,48.7
1469462,North America,US,Alabama,Huntsville,3,17,2020,60.5
1469463,North America,US,Alabama,Huntsville,3,18,2020,61.8
1469464,North America,US,Alabama,Huntsville,3,19,2020,69.1
1469465,North America,US,Alabama,Huntsville,3,20,2020,69.3
1469466,North America,US,Alabama,Huntsville,3,21,2020,54.1
1469467,North America,US,Alabama,Huntsville,3,22,2020,50.3
1469468,North America,US,Alabama,Huntsville,3,23,2020,62.0
1469469,North America,US,Alabama,Huntsville,3,24,2020,62.5
1469470,North America,US,Alabama,Huntsville,3,25,2020,60.0
1469471,North America,US,Alabama,Huntsville,3,26,2020,60.8
1469472,North America,US,Alabama,Huntsville,3,27,2020,72.9
1469473,North America,US,Alabama,Huntsville,3,28,2020,73.7
1469474,North America,US,Alabama,Huntsville,3,29,2020,70.6
1469475,North America,US,Alabama,Huntsville,3,30,2020,60.3
1469476,North America,US,Alabama,Huntsville,3,31,2020,53.3
1469477,North America,US,Alabama,Huntsville,4,1,2020,49.1
1469478,North America,US,Alabama,Huntsville,4,2,2020,52.3
1469479,North America,US,Alabama,Huntsville,4,3,2020,57.8
1469480,North America,US,Alabama,Huntsville,4,4,2020,66.2
1469481,North America,US,Alabama,Huntsville,4,5,2020,67.8
1469482,North America,US,Alabama,Huntsville,4,6,2020,66.8
1469483,North America,US,Alabama,Huntsville,4,7,2020,67.8
1469484,North America,US,Alabama,Huntsville,4,8,2020,68.8
1469485,North America,US,Alabama,Huntsville,4,9,2020,66.5
1469486,North America,US,Alabama,Huntsville,4,10,2020,54.1
1469487,North America,US,Alabama,Huntsville,4,11,2020,51.8
1469488,North America,US,Alabama,Huntsville,4,12,2020,58.1
1469489,North America,US,Alabama,Huntsville,4,13,2020,58.6
1469490,North America,US,Alabama,Huntsville,4,14,2020,48.1
1469491,North America,US,Alabama,Huntsville,4,15,2020,46.4
1469492,North America,US,Alabama,Huntsville,4,16,2020,51.0
1469493,North America,US,Alabama,Huntsville,4,17,2020,59.3
1469494,North America,US,Alabama,Huntsville,4,18,2020,57.3
1469495,North America,US,Alabama,Huntsville,4,19,2020,53.4
1469496,North America,US,Alabama,Huntsville,4,20,2020,60.4
1469497,North America,US,Alabama,Huntsville,4,21,2020,62.6
1469498,North America,US,Alabama,Huntsville,4,22,2020,57.8
1469499,North America,US,Alabama,Huntsville,4,23,2020,59.4
1469500,North America,US,Alabama,Huntsville,4,24,2020,63.8
1469501,North America,US,Alabama,Huntsville,4,25,2020,62.8
1469502,North America,US,Alabama,Huntsville,4,26,2020,56.3
1469503,North America,US,Alabama,Huntsville,4,27,2020,52.7
1469504,North America,US,Alabama,Huntsville,4,28,2020,62.9
1469505,North America,US,Alabama,Huntsville,4,29,2020,67.1
1469506,North America,US,Alabama,Huntsville,4,30,2020,59.7
1469507,North America,US,Alabama,Huntsville,5,1,2020,59.5
1469508,North America,US,Alabama,Huntsville,5,2,2020,66.1
1469509,North America,US,Alabama,Huntsville,5,3,2020,70.6
1469510,North America,US,Alabama,Huntsville,5,4,2020,70.1
1469511,North America,US,Alabama,Huntsville,5,5,2020,70.5
1469512,North America,US,Alabama,Huntsville,5,6,2020,58.8
1469513,North America,US,Alabama,Huntsville,5,7,2020,54.1
1469514,North America,US,Alabama,Huntsville,5,8,2020,55.0
1469515,North America,US,Alabama,Huntsville,5,9,2020,52.6
1469516,North America,US,Alabama,Huntsville,5,10,2020,54.3
1469517,North America,US,Alabama,Huntsville,5,11,2020,58.0
1469518,North America,US,Alabama,Huntsville,5,12,2020,56.4
1469519,North America,US,Alabama,Huntsville,5,13,2020,57.5
1478651,North America,US,Alabama,Mobile,1,1,2020,45.8
1478652,North America,US,Alabama,Mobile,1,2,2020,62.3
1478653,North America,US,Alabama,Mobile,1,3,2020,66.3
1478654,North America,US,Alabama,Mobile,1,4,2020,57.8
1478655,North America,US,Alabama,Mobile,1,5,2020,46.2
1478656,North America,US,Alabama,Mobile,1,6,2020,52.0
1478657,North America,US,Alabama,Mobile,1,7,2020,54.8
1478658,North America,US,Alabama,Mobile,1,8,2020,46.2
1478659,North America,US,Alabama,Mobile,1,9,2020,51.0
1478660,North America,US,Alabama,Mobile,1,10,2020,65.2
1478661,North America,US,Alabama,Mobile,1,11,2020,68.7
1478662,North America,US,Alabama,Mobile,1,12,2020,57.3
1478663,North America,US,Alabama,Mobile,1,13,2020,62.8
1478664,North America,US,Alabama,Mobile,1,14,2020,68.0
1478665,North America,US,Alabama,Mobile,1,15,2020,65.6
1478666,North America,US,Alabama,Mobile,1,16,2020,65.9
1478667,North America,US,Alabama,Mobile,1,17,2020,58.8
1478668,North America,US,Alabama,Mobile,1,18,2020,62.9
1478669,North America,US,Alabama,Mobile,1,19,2020,55.7
1478670,North America,US,Alabama,Mobile,1,20,2020,40.0
1478671,North America,US,Alabama,Mobile,1,21,2020,34.8
1478672,North America,US,Alabama,Mobile,1,22,2020,36.1
1478673,North America,US,Alabama,Mobile,1,23,2020,47.8
1478674,North America,US,Alabama,Mobile,1,24,2020,54.6
1478675,North America,US,Alabama,Mobile,1,25,2020,46.4
1478676,North America,US,Alabama,Mobile,1,26,2020,46.9
1478677,North America,US,Alabama,Mobile,1,27,2020,50.3
1478678,North America,US,Alabama,Mobile,1,28,2020,42.0
1478679,North America,US,Alabama,Mobile,1,29,2020,49.6
1478680,North America,US,Alabama,Mobile,1,30,2020,49.3
1478681,North America,US,Alabama,Mobile,1,31,2020,52.3
1478682,North America,US,Alabama,Mobile,2,1,2020,50.6
1478683,North America,US,Alabama,Mobile,2,2,2020,47.2
1478684,North America,US,Alabama,Mobile,2,3,2020,56.6
1478685,North America,US,Alabama,Mobile,2,4,2020,63.9
1478686,North America,US,Alabama,Mobile,2,5,2020,65.9
1478687,North America,US,Alabama,Mobile,2,6,2020,64.0
1478688,North America,US,Alabama,Mobile,2,7,2020,43.5
1478689,North America,US,Alabama,Mobile,2,8,2020,50.5
1478690,North America,US,Alabama,Mobile,2,9,2020,56.0
1478691,North America,US,Alabama,Mobile,2,10,2020,65.4
1478692,North America,US,Alabama,Mobile,2,11,2020,70.0
1478693,North America,US,Alabama,Mobile,2,12,2020,67.6
1478694,North America,US,Alabama,Mobile,2,13,2020,64.6
1478695,North America,US,Alabama,Mobile,2,14,2020,48.4
1478696,North America,US,Alabama,Mobile,2,15,2020,48.0
1478697,North America,US,Alabama,Mobile,2,16,2020,51.1
1478698,North America,US,Alabama,Mobile,2,17,2020,57.2
1478699,North America,US,Alabama,Mobile,2,18,2020,67.4
1478700,North America,US,Alabama,Mobile,2,19,2020,67.0
1478701,North America,US,Alabama,Mobile,2,20,2020,55.5
1478702,North America,US,Alabama,Mobile,2,21,2020,44.9
1478703,North America,US,Alabama,Mobile,2,22,2020,42.8
1478704,North America,US,Alabama,Mobile,2,23,2020,48.8
1478705,North America,US,Alabama,Mobile,2,24,2020,60.1
1478706,North America,US,Alabama,Mobile,2,25,2020,63.3
1478707,North America,US,Alabama,Mobile,2,26,2020,53.4
1478708,North America,US,Alabama,Mobile,2,27,2020,43.5
1478709,North America,US,Alabama,Mobile,2,28,2020,43.8
1478710,North America,US,Alabama,Mobile,2,29,2020,50.9
1478711,North America,US,Alabama,Mobile,3,1,2020,53.6
1478712,North America,US,Alabama,Mobile,3,2,2020,64.7
1478713,North America,US,Alabama,Mobile,3,3,2020,69.3
1478714,North America,US,Alabama,Mobile,3,4,2020,66.4
1478715,North America,US,Alabama,Mobile,3,5,2020,56.2
1478716,North America,US,Alabama,Mobile,3,6,2020,56.5
1478717,North America,US,Alabama,Mobile,3,7,2020,52.0
1478718,North America,US,Alabama,Mobile,3,8,2020,54.7
1478719,North America,US,Alabama,Mobile,3,9,2020,59.6
1478720,North America,US,Alabama,Mobile,3,10,2020,62.8
1478721,North America,US,Alabama,Mobile,3,11,2020,66.6
1478722,North America,US,Alabama,Mobile,3,12,2020,67.2
1478723,North America,US,Alabama,Mobile,3,13,2020,69.0
1478724,North America,US,Alabama,Mobile,3,14,2020,70.2
1478725,North America,US,Alabama,Mobile,3,15,2020,68.5
1478726,North America,US,Alabama,Mobile,3,16,2020,67.4
1478727,North America,US,Alabama,Mobile,3,17,2020,67.0
1478728,North America,US,Alabama,Mobile,3,18,2020,69.2
1478729,North America,US,Alabama,Mobile,3,19,2020,73.5
1478730,North America,US,Alabama,Mobile,3,20,2020,73.8
1478731,North America,US,Alabama,Mobile,3,21,2020,69.2
1478732,North America,US,Alabama,Mobile,3,22,2020,64.2
1478733,North America,US,Alabama,Mobile,3,23,2020,72.2
1478734,North America,US,Alabama,Mobile,3,24,2020,72.8
1478735,North America,US,Alabama,Mobile,3,25,2020,75.1
1478736,North America,US,Alabama,Mobile,3,26,2020,73.6
1478737,North America,US,Alabama,Mobile,3,27,2020,73.1
1478738,North America,US,Alabama,Mobile,3,28,2020,75.1
1478739,North America,US,Alabama,Mobile,3,29,2020,77.0
1478740,North America,US,Alabama,Mobile,3,30,2020,71.2
1478741,North America,US,Alabama,Mobile,3,31,2020,71.3
1478742,North America,US,Alabama,Mobile,4,1,2020,58.5
1478743,North America,US,Alabama,Mobile,4,2,2020,60.9
1478744,North America,US,Alabama,Mobile,4,3,2020,65.4
1478745,North America,US,Alabama,Mobile,4,4,2020,64.8
1478746,North America,US,Alabama,Mobile,4,5,2020,68.3
1478747,North America,US,Alabama,Mobile,4,6,2020,68.3
1478748,North America,US,Alabama,Mobile,4,7,2020,69.1
1478749,North America,US,Alabama,Mobile,4,8,2020,76.3
1478750,North America,US,Alabama,Mobile,4,9,2020,77.2
1478751,North America,US,Alabama,Mobile,4,10,2020,67.4
1478752,North America,US,Alabama,Mobile,4,11,2020,59.1
1478753,North America,US,Alabama,Mobile,4,12,2020,71.2
1478754,North America,US,Alabama,Mobile,4,13,2020,74.5
1478755,North America,US,Alabama,Mobile,4,14,2020,62.5
1478756,North America,US,Alabama,Mobile,4,15,2020,58.6
1478757,North America,US,Alabama,Mobile,4,16,2020,59.2
1478758,North America,US,Alabama,Mobile,4,17,2020,62.5
1478759,North America,US,Alabama,Mobile,4,18,2020,71.7
1478760,North America,US,Alabama,Mobile,4,19,2020,73.2
1478761,North America,US,Alabama,Mobile,4,20,2020,68.2
1478762,North America,US,Alabama,Mobile,4,21,2020,66.5
1478763,North America,US,Alabama,Mobile,4,22,2020,69.5
1478764,North America,US,Alabama,Mobile,4,23,2020,72.3
1478765,North America,US,Alabama,Mobile,4,24,2020,70.0
1478766,North America,US,Alabama,Mobile,4,25,2020,71.2
1478767,North America,US,Alabama,Mobile,4,26,2020,69.7
1478768,North America,US,Alabama,Mobile,4,27,2020,63.9
1478769,North America,US,Alabama,Mobile,4,28,2020,65.4
1478770,North America,US,Alabama,Mobile,4,29,2020,68.9
1478771,North America,US,Alabama,Mobile,4,30,2020,64.3
1478772,North America,US,Alabama,Mobile,5,1,2020,64.0
1478773,North America,US,Alabama,Mobile,5,2,2020,66.7
1478774,North America,US,Alabama,Mobile,5,3,2020,68.6
1478775,North America,US,Alabama,Mobile,5,4,2020,70.1
1478776,North America,US,Alabama,Mobile,5,5,2020,72.5
1478777,North America,US,Alabama,Mobile,5,6,2020,74.3
1478778,North America,US,Alabama,Mobile,5,7,2020,64.7
1478779,North America,US,Alabama,Mobile,5,8,2020,65.0
1478780,North America,US,Alabama,Mobile,5,9,2020,62.2
1478781,North America,US,Alabama,Mobile,5,10,2020,65.2
1478782,North America,US,Alabama,Mobile,5,11,2020,67.5
1478783,North America,US,Alabama,Mobile,5,12,2020,67.0
1478784,North America,US,Alabama,Mobile,5,13,2020,64.2
1487916,North America,US,Alabama,Montgomery,1,1,2020,44.7
1487917,North America,US,Alabama,Montgomery,1,2,2020,53.6
1487918,North America,US,Alabama,Montgomery,1,3,2020,68.2
1487919,North America,US,Alabama,Montgomery,1,4,2020,58.7
1487920,North America,US,Alabama,Montgomery,1,5,2020,44.8
1487921,North America,US,Alabama,Montgomery,1,6,2020,47.5
1487922,North America,US,Alabama,Montgomery,1,7,2020,55.6
1487923,North America,US,Alabama,Montgomery,1,8,2020,45.9
1487924,North America,US,Alabama,Montgomery,1,9,2020,47.8
1487925,North America,US,Alabama,Montgomery,1,10,2020,65.1
1487926,North America,US,Alabama,Montgomery,1,11,2020,71.2
1487927,North America,US,Alabama,Montgomery,1,12,2020,59.6
1487928,North America,US,Alabama,Montgomery,1,13,2020,64.2
1487929,North America,US,Alabama,Montgomery,1,14,2020,66.6
1487930,North America,US,Alabama,Montgomery,1,15,2020,64.7
1487931,North America,US,Alabama,Montgomery,1,16,2020,66.6
1487932,North America,US,Alabama,Montgomery,1,17,2020,59.6
1487933,North America,US,Alabama,Montgomery,1,18,2020,57.1
1487934,North America,US,Alabama,Montgomery,1,19,2020,53.9
1487935,North America,US,Alabama,Montgomery,1,20,2020,38.8
1487936,North America,US,Alabama,Montgomery,1,21,2020,33.6
1487937,North America,US,Alabama,Montgomery,1,22,2020,36.0
1487938,North America,US,Alabama,Montgomery,1,23,2020,44.8
1487939,North America,US,Alabama,Montgomery,1,24,2020,53.3
1487940,North America,US,Alabama,Montgomery,1,25,2020,46.0
1487941,North America,US,Alabama,Montgomery,1,26,2020,45.4
1487942,North America,US,Alabama,Montgomery,1,27,2020,50.6
1487943,North America,US,Alabama,Montgomery,1,28,2020,43.5
1487944,North America,US,Alabama,Montgomery,1,29,2020,47.7
1487945,North America,US,Alabama,Montgomery,1,30,2020,48.7
1487946,North America,US,Alabama,Montgomery,1,31,2020,50.7
1487947,North America,US,Alabama,Montgomery,2,1,2020,49.7
1487948,North America,US,Alabama,Montgomery,2,2,2020,49.1
1487949,North America,US,Alabama,Montgomery,2,3,2020,55.9
1487950,North America,US,Alabama,Montgomery,2,4,2020,63.2
1487951,North America,US,Alabama,Montgomery,2,5,2020,67.1
1487952,North America,US,Alabama,Montgomery,2,6,2020,65.2
1487953,North America,US,Alabama,Montgomery,2,7,2020,45.0
1487954,North America,US,Alabama,Montgomery,2,8,2020,44.2
1487955,North America,US,Alabama,Montgomery,2,9,2020,50.6
1487956,North America,US,Alabama,Montgomery,2,10,2020,58.5
1487957,North America,US,Alabama,Montgomery,2,11,2020,62.0
1487958,North America,US,Alabama,Montgomery,2,12,2020,67.4
1487959,North America,US,Alabama,Montgomery,2,13,2020,65.7
1487960,North America,US,Alabama,Montgomery,2,14,2020,48.5
1487961,North America,US,Alabama,Montgomery,2,15,2020,46.1
1487962,North America,US,Alabama,Montgomery,2,16,2020,50.5
1487963,North America,US,Alabama,Montgomery,2,17,2020,56.0
1487964,North America,US,Alabama,Montgomery,2,18,2020,64.1
1487965,North America,US,Alabama,Montgomery,2,19,2020,62.5
1487966,North America,US,Alabama,Montgomery,2,20,2020,53.3
1487967,North America,US,Alabama,Montgomery,2,21,2020,44.6
1487968,North America,US,Alabama,Montgomery,2,22,2020,43.2
